Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Unidentified Chickadee,Poecile,553526,263793,UNCH,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2014,2014-06-23,6:41,6:51,Chris Hensley,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,19.20000076,85.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0009,Forest,2015,2015-07-09,6:22,6:32,Allison Hanna,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,23.10000038,94.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0009,Forest,2015,2015-07-09,6:22,6:32,Allison Hanna,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Unidentified Chickadee,Poecile,553526,263793,UNCH,FALSE,FALSE,23.10000038,94.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2015,2015-07-09,6:22,6:32,Allison Hanna,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,23.10000038,94.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2015,2015-07-09,6:22,6:32,Allison Hanna,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,23.10000038,94.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2015,2015-07-09,6:22,6:32,Allison Hanna,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,23.10000038,94.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0009,Forest,2015,2015-07-09,6:22,6:32,Allison Hanna,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,23.10000038,94.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0009,Forest,2015,2015-07-09,6:22,6:32,Allison Hanna,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,23.10000038,94.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-05-28,7:34,7:44,Ashley Lohr,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,22.70000076,77.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-05-28,7:34,7:44,Ashley Lohr,1,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,22.70000076,77.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-05-28,7:34,7:44,Ashley Lohr,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,House Wren,Troglodytes aedon,178541,88306,HOWR,FALSE,FALSE,22.70000076,77.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-05-28,7:34,7:44,Ashley Lohr,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,22.70000076,77.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-05-28,7:34,7:44,Ashley Lohr,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Unidentified Chickadee,Poecile,553526,263793,UNCH,FALSE,FALSE,22.70000076,77.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-05-28,7:34,7:44,Ashley Lohr,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,22.70000076,77.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-05-28,7:34,7:44,Ashley Lohr,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Female,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.70000076,77.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-05-28,7:34,7:44,Ashley Lohr,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.70000076,77.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2010,2010-05-21,10:45,10:56,Elizabeth Tymkiw,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,31.89999962,36,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2010,2010-05-21,10:45,10:56,Elizabeth Tymkiw,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,31.89999962,36,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2010,2010-05-21,10:45,10:56,Elizabeth Tymkiw,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,31.89999962,36,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2010,2010-05-21,10:45,10:56,Elizabeth Tymkiw,1,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,31.89999962,36,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2010,2010-05-21,10:45,10:56,Elizabeth Tymkiw,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,31.89999962,36,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2010,2010-05-21,10:45,10:56,Elizabeth Tymkiw,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,31.89999962,36,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2010,2010-05-21,10:45,10:56,Elizabeth Tymkiw,1,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,31.89999962,36,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2010,2010-05-21,10:45,10:56,Elizabeth Tymkiw,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,31.89999962,36,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2010,2010-05-21,10:45,10:56,Elizabeth Tymkiw,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,31.89999962,36,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-05-31,5:33,5:47,Desiree Narango,1,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,22.10000038,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-05-31,5:33,5:47,Desiree Narango,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.10000038,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-05-31,5:33,5:47,Desiree Narango,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.10000038,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-05-31,5:33,5:47,Desiree Narango,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,22.10000038,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-05-31,5:33,5:47,Desiree Narango,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,22.10000038,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-05-31,5:33,5:47,Desiree Narango,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,22.10000038,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-05-31,5:33,5:47,Desiree Narango,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,22.10000038,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-05-31,5:33,5:47,Desiree Narango,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,22.10000038,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-05-31,5:33,5:47,Desiree Narango,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,22.10000038,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-05-31,5:33,5:47,Desiree Narango,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,22.10000038,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-07-21,5:43,5:57,Desiree Narango,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.79999924,77,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-07-21,5:43,5:57,Desiree Narango,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,22.79999924,77,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-07-21,5:43,5:57,Desiree Narango,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,22.79999924,77,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2008,2008-07-21,5:43,5:57,Desiree Narango,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.79999924,77,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2009,2009-07-23,5:49,5:59,Brehan Furfey,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,21.89999962,90,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2009,2009-07-23,5:49,5:59,Brehan Furfey,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,Gray Catbird,Dumetella carolinensis,178625,89977,GRCA,FALSE,FALSE,21.89999962,90,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2009,2009-07-23,5:49,5:59,Brehan Furfey,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,21.89999962,90,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2009,2009-07-23,5:49,5:59,Brehan Furfey,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,21.89999962,90,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2009,2009-07-23,5:49,5:59,Brehan Furfey,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,21.89999962,90,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2009,2009-07-23,5:49,5:59,Brehan Furfey,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,21.89999962,90,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-06-22,5:53,6:03,Matt Sileo,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,22,77.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-06-22,5:53,6:03,Matt Sileo,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Female,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22,77.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-06-22,5:53,6:03,Matt Sileo,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,22,77.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-06-22,5:53,6:03,Matt Sileo,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,22,77.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2016,2016-06-22,5:53,6:03,Matt Sileo,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Male,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22,77.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2007,2007-06-21,8:34,8:50,Desiree Narango,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Unidentified Chickadee,Poecile,553526,263793,UNCH,FALSE,FALSE,19.5,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2007,2007-06-21,8:34,8:50,Desiree Narango,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,19.5,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2007,2007-06-21,8:34,8:50,Desiree Narango,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Male,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,19.5,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2007,2007-06-21,8:34,8:50,Desiree Narango,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,19.5,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2007,2007-06-21,8:34,8:50,Desiree Narango,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,19.5,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2007,2007-06-21,8:34,8:50,Desiree Narango,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,19.5,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2007,2007-06-21,8:34,8:50,Desiree Narango,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,19.5,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2007,2007-06-21,8:34,8:50,Desiree Narango,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,19.5,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2007,2007-06-21,8:34,8:50,Desiree Narango,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,19.5,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2009,2009-05-29,5:36,5:46,Zak Poulton,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,24.79999924,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0008,Forest,2009,2009-05-29,5:36,5:46,Zak Poulton,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,24.79999924,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2009,2009-05-29,5:36,5:46,Zak Poulton,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,24.79999924,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0008,Forest,2009,2009-05-29,5:36,5:46,Zak Poulton,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,24.79999924,68,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,TRUE
